dtiTransId,duration,batch,totalQueryWeight,CRDTHitAndMatch,MarketDataMakeKeyBreakdown,DtsQueryBreakdown,RemoteServiceQueueWC,RemoteServiceCacheWaitWC,CacheMissBreakdownInMemory,CacheHitBreakdownInMemory,CacheOverheadWallClock,CacheOverheadTimings,CacheMissBreakdownRedis,CacheHitBreakdownRedis,totalCacheHitOrWaits,totalCacheMisses,totalNumNonBatched,portfolio,portfolio2,portfolio3,portfolio4,portfolio5,riskmodel,addPositionsByHoldings,addPositionsByHoldingsWithoutAggregation,"create SinglePortfolioContext",createDatedPortfolioContext,"destroy DatedPortfolioContext","destroy SinglePortfolioContext","get Factor exposures",getAssetFactorRiskContributions,getAssetReturnsByBarraIdsWithPriority,getAssetReturnsByMarketIdsWithPriority,getFactorReturn,getFactorTree,getIndexLevelData,getLightPortfolioWithLastUpdated,getModelDescriptors,getPortfolioAttributeValues,"getPortfolioAttributes list",getPortfolioLastUpdated,"getPortfolioPositions with PositionsReportSpec",getPositionsWithTnC,getPriceHistoryByBarraIdWithPriority,getPriceHistoryByMarketIdsWithPriority,getReportDispatcherReport,searchPortfolioTree,"userAttributeRmiSvc getAttributeProperties","singlePortfolioContextRmiSvc getPortfolioInstrumentReturn"
"5039e4cf-7144-45fb-99da-8a2acb8a7d46",174,"Single Portfolio Summary",,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27dc33d5-fc33-4e46-9f4f-d9f0d7c56998",160,"Factor Performance Attribution",,,,,,,,,,,,,1922437,24031,,,,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1
"0e37a3f5-c32d-4753-af84-da87e42f7f88",159,"Factor Performance Attribution",,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"d7751a10-b046-4464-a167-be1ff69f4a1d",159,"Factor Performance Attribution",,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ad063c63-2ae0-49e9-b222-f52d4c7b2c44",159,"Factor Performance Attribution",,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31bee315-d47b-409c-9539-9739e52a0bc3",152,"Factor Risk Overview",,,,,,,,,,,,,7275,14598,,,,,,,,1,,2,2,2,2,,,,,,,,,,,,,1,,,,,4,,
"b65bdfc5-af48-4b29-bba2-3327a6575e30",129,"Factor Risk Overview",,,,,,,,,,,,,1651,3303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"055fa801-191c-47ea-a28d-c7f6ad5c7d38",149,"MSCI FaCS",,,,,,,,,,,,,99803,16615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bd8433f7-6758-478a-8277-bf354af62e99",145,"MSCI FaCS",,,,,,,,,,,,,116423,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ca5dfa97-736e-499d-8014-f8b32a6f75b3",145,"MSCI FaCS",,,,,,,,,,,,,137688,5224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
